qid,chapter,correct,question_text,score_length(機械),score_qualifier(機械),score_keyword(機械),score_surface(Claude),score_knowledge(Claude),合計スコア,判定区分,Claude判定理由,選択肢A,選択肢B,選択肢C,選択肢D,正解文字数,不正解平均文字数
Q6-032,第6章,D,生成AIに医学的な質問をした際、「私はAIであり、医療アドバイスを提供することはできません」という回答が返ってきた。この場合の適切な対応はどれか。,5,3,0,3,2,13,注意,文脈明示でプロンプト修正、「ハッキング」「諦め」断定誘導,別の生成AIサービスを使用して同じ質問をする,生成AIは医療情報を一切扱えないと判断し、使用を諦める,AIの制限を解除するハッキング手法を試みる,「一般的な医学情報として」「教育目的で」などの文脈を明示してプロンプトを修正する,40,23
Q6-033,第6章,A,生成AIを医療従事者の継続教育に活用する方法として、最も適切なものはどれか。,4,5,1,4,3,17,要改善,公式教材で確認が常識、「のみで完結」「合否判定」「全て任せる」断定誘導,学習内容の要約作成や、疑問点の整理に活用し、公式教材で内容を確認する,生成AIの出力のみで資格試験の勉強を完結させる,生成AIに資格の合否を判定させる,生成AIに医師国家試験の問題を作成させ、解答も全てAIに任せる,34,23
Q6-034,第6章,D,Few-shotプロンプティングにおいて、提示する例の数について正しい説明はどれか。,5,3,0,3,2,13,注意,Few-shot例数の知識、断定誘導が3つ,例を示す必要はない,例は多ければ多いほど常に良い結果が得られる,例は1個だけ示すのが最も効果的である,2〜5個程度の質の高い例を示すことが効果的であり、多すぎると逆効果になる場合もある,41,16
Q6-035,第6章,C,医療機関で生成AIを導入・運用する際の成功要因として、最も重要なものはどれか。,5,0,0,5,4,14,注意,目的+ガバナンス+教育が本質、「できるだけ多く」「強制」「最も高価」断定誘導,できるだけ多くの業務に生成AIを適用すること,生成AIの導入を全職員に強制すること,明確な利用目的、適切なガバナンス体制、継続的な教育と改善のサイクル,最新かつ最も高価な生成AIサービスを導入すること,33,21
Q7-001,第7章,B,Claude Codeなどのコーディング支援AIエージェントの主な特徴として最も適切なものはどれか。,4,5,0,5,4,18,要改善,自律的行動が特徴、「だけ」「一切」「1種類のみ」断定誘導,コードを自動生成するだけで、既存コードの理解や修正はできない,ファイルの読み書き、コマンド実行、コード生成・修正を自律的に行える,インターネット接続なしでは一切機能しない,プログラミング言語は1種類のみ対応している,33,24
Q7-002,第7章,B,Model Context Protocol (MCP) について正しい説明はどれか。,5,0,0,3,1,9,注意,MCP=ツール連携は名称（Context Protocol）から推測,AIモデルのトレーニングデータを暗号化するプロトコル,AIエージェントが外部ツールやデータソースと標準化された方法で連携するためのプロトコル,AIモデル間で学習済みパラメータを共有するためのプロトコル,AIの推論速度を向上させるための通信プロトコル,43,26
Q7-003,第7章,B,医療分野でAIエージェントを診断支援に活用する際、最も重要な考慮事項はどれか。,3,3,0,5,4,15,要改善,医師最終判断は医療常識、「最終決定」「完全自動」「非公開」断定誘導,AIの判断を最終決定として採用し、診療効率を最大化する,医師の最終判断を前提とし、AIは補助ツールとして位置づける,コスト削減のためAIによる完全自動診断を目指す,AIの判断根拠は非公開とし、結果のみを提示する,29,24
Q7-004,第7章,B,マルチエージェントシステムにおいて、複数のAIエージェントが協調して問題解決を行う利点として最も適切なものはどれか。,3,3,0,4,3,13,注意,専門分担+並列、「同一能力」「通信不要」「データ削減」断定誘導,全てのエージェントが同一の能力を持つため、冗長性が確保される,各エージェントが専門性を持ち、タスクの分担と並列処理が可能になる,エージェント間の通信が不要になり、処理速度が向上する,システム全体の学習データ量を削減できる,32,25
Q7-005,第7章,C,AIエージェントにファイルシステムやコマンド実行権限を与える際のセキュリティ上の懸念として適切でないものはどれか。,1,0,0,4,3,8,注意,推論精度低下はセキュリティと無関係、他はファイル削除・不正アクセス・侵害,意図しないファイルの削除や上書きのリスク,機密情報を含むファイルへの不正アクセス,AIの推論精度が低下するリスク,悪意あるコマンドの実行によるシステム侵害,15,20
Q7-006,第7章,B,AIエージェントに複雑なタスクを実行させる際のプロンプト設計として最も効果的なアプローチはどれか。,3,3,0,4,3,13,注意,ステップ分解+具体的が効果的、「曖昧」「短く」「一括」断定誘導,曖昧な指示を与え、AIの創造性を最大限に引き出す,タスクを明確なステップに分解し、具体的な期待出力を示す,専門用語を避け、できるだけ短い指示にする,一度に全ての要件を列挙し、一括で処理させる,27,22
Q7-007,第7章,A,AIエージェントのツール使用（Tool Use）機能について正しい説明はどれか。,5,0,0,3,2,10,注意,Tool Use=関数/API呼び出しは名称と整合,AIが事前に定義された関数やAPIを呼び出して外部システムと連携する機能,AIがハードウェアツールを物理的に操作する機能,AIが他のAIモデルを自動的にトレーニングする機能,AIがユーザーの入力デバイスを直接制御する機能,36,24
Q7-008,第7章,B,医療AIエージェントの開発・運用において、説明可能性（Explainability）が重要とされる理由として最も適切なものはどれか。,5,0,2,4,3,14,注意,判断根拠理解=説明可能性は名称と整合、他は速度・サイズ・法的要件で本質外,AIの処理速度を向上させるため,医療従事者と患者がAIの判断根拠を理解し、適切な意思決定を行うため,AIモデルのファイルサイズを削減するため,個人情報保護法の技術的要件を満たすため,33,18
Q7-009,第7章,B,AIエージェントの自律性レベルを設計する際の考慮事項として最も適切なものはどれか。,3,5,1,4,3,16,要改善,リスクに応じた監督が本質、「最大限自律」「制約のみ決定」「完全手動」断定誘導,常に最大限の自律性を与え、人間の介入を最小化する,タスクのリスクレベルに応じて、人間の監督・承認プロセスを設計する,自律性は技術的制約のみで決定し、ユーザーの好みは考慮しない,全ての操作に人間の承認を必須とし、完全に手動で制御する,32,27
Q7-010,第7章,B,AIエージェントがユーザーとの対話履歴を学習に活用する際の課題として最も重要なものはどれか。,5,0,0,4,3,12,注意,プライバシーが本質、容量・UI・速度は副次的,ストレージ容量の増加,プライバシー保護とデータの適切な取り扱い,ユーザーインターフェースの複雑化,AIモデルの推論速度の低下,20,13
